Course code,Academic Year,Year,Season,Antal bestået,Antal tilmeldte,Eksamensgennemsnit,Fremmødte,Engelsk titel,Undervisningssprog,Point( ECTS ),Kursustype,Evalueringsform,Hjælpemidler,Bedømmelsesform,Institut,Mulighed for GRØN DYST deltagelse,Ekstern samarbejdsinstitution,forudsætninger,WMA
02405,2022-2023,2023,Summer,14,24,4.7,18,Probability theory,Dansk,5,Bachelor,Skriftlig eksamen,Tilladt,ekstern censur,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.534247878521623
02405,2023-2024,2023,Winter,65,105,4.2,90,Probability theory,Dansk,5,"Bachelor, Diplomingeniør",Skriftlig eksamen,Tilladt,ekstern censur,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.534416405973858
02405,2023-2024,2024,Summer,8,15,4.6,15,Probability theory,Dansk,5,"Bachelor, Diplomingeniør",Skriftlig eksamen,Tilladt,ekstern censur,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.535408040868524
02407,2017-2018,2017,Winter,12,31,5.1,20,Stochastic Processes - Probability 2,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Måske,Ja,Ja,7.535553543458004
02407,2018-2019,2018,Winter,24,35,7.3,26,Stochastic Processes - Probability 2,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Måske,Ja,Ja,7.535714521768444
02407,2019-2020,2019,Winter,29,35,6.9,33,Stochastic Processes - Probability 2,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Måske,Ja,Ja,7.535734776975756
02407,2020-2021,2020,Winter,17,34,6.3,24,Stochastic Processes - Probability 2,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Måske,Ja,Ja,7.5358041218371445
02407,2021-2022,2021,Winter,33,51,7.2,41,Stochastic Processes - Probability 2,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Måske,Ja,Ja,7.5359021655410885
02407,2021-2022,2022,Summer,4,4,9.0,4,Stochastic Processes - Probability 2,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Måske,Ja,Ja,7.535947697292293
02407,2022-2023,2022,Winter,33,52,6.9,47,Stochastic Processes - Probability 2,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Måske,Ja,Ja,7.535928335746828
02407,2022-2023,2023,Summer,3,8,2.7,6,Stochastic Processes - Probability 2,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Måske,Ja,Ja,7.536027167605211
02407,2023-2024,2023,Winter,42,49,7.7,43,Stochastic Processes - Probability 2,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Måske,Ja,Ja,7.53612311640042
02407,2023-2024,2024,Summer,4,4,6.2,4,Stochastic Processes - Probability 2,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Måske,Ja,Ja,7.536099811489235
02409,2017-2018,2017,Winter,82,111,6.3,96,Multivariate Statistics,Engelsk,5,Kandidat,Skriftlig eksamen,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.536117486754463
02409,2017-2018,2018,Summer,3,7,3.6,5,Multivariate Statistics,Engelsk,5,Kandidat,Skriftlig eksamen,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.536510073775103
02409,2018-2019,2018,Winter,79,105,6.2,94,Multivariate Statistics,Engelsk,5,Kandidat,Skriftlig eksamen,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.536575190643973
02409,2018-2019,2019,Summer,4,7,8.2,4,Multivariate Statistics,Engelsk,5,Kandidat,Skriftlig eksamen,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.536990975308685
02409,2019-2020,2019,Winter,101,116,7.9,108,Multivariate Statistics,Engelsk,5,Kandidat,Skriftlig eksamen,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.5369821985855525
02409,2019-2020,2020,Summer,4,5,6.2,4,Multivariate Statistics,Engelsk,5,Kandidat,Skriftlig eksamen,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.536852403007361
02409,2020-2021,2020,Winter,101,122,6.4,111,Multivariate Statistics,Engelsk,5,Kandidat,Skriftlig eksamen,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.536870106437572
02409,2020-2021,2021,Summer,7,10,7.6,7,Multivariate Statistics,Engelsk,5,Kandidat,Skriftlig eksamen,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.537288040166391
02409,2021-2022,2021,Winter,113,132,7.9,119,Multivariate Statistics,Engelsk,5,Kandidat,Skriftlig og mundtlig eksamen,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.537286586274623
02409,2021-2022,2022,Summer,5,6,7.7,6,Multivariate Statistics,Engelsk,5,Kandidat,Skriftlig og mundtlig eksamen,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.537143576592518
02409,2022-2023,2022,Winter,99,125,6.5,113,Multivariate Statistics,Engelsk,5,Kandidat,Skriftlig og mundtlig eksamen,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.537140339018993
02409,2022-2023,2023,Summer,6,8,8.1,7,Multivariate Statistics,Engelsk,5,Kandidat,Skriftlig og mundtlig eksamen,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.5375287952562005
02409,2023-2024,2023,Winter,116,138,6.6,129,Multivariate Statistics,Engelsk,5,Kandidat,Skriftlig og mundtlig eksamen,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.537515744534161
02409,2023-2024,2024,Summer,5,8,6.3,7,Multivariate Statistics,Engelsk,5,Kandidat,Skriftlig og mundtlig eksamen,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.537916786873722
02411,2017-2018,2017,Winter,63,84,5.8,76,Statistical Design and Analysis of Experiments,Engelsk,5,Kandidat,Skriftlig eksamen,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.537945522556342
02411,2017-2018,2018,Summer,86,150,4.1,128,Statistical Design and Analysis of Experiments,Engelsk,5,Kandidat,Skriftlig eksamen,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.538383640705852
02411,2018-2019,2018,Winter,66,100,4.1,91,Statistical Design and Analysis of Experiments,Engelsk,5,Kandidat,Skriftlig eksamen,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.539844102577718
02411,2018-2019,2019,Summer,101,139,4.4,120,Statistical Design and Analysis of Experiments,Engelsk,5,Kandidat,Skriftlig eksamen,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.540883154474029
02411,2019-2020,2019,Winter,56,79,5.0,71,Statistical Design and Analysis of Experiments,Engelsk,5,Kandidat,Skriftlig eksamen,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.542134747510304
02411,2019-2020,2020,Summer,113,160,3.9,148,Statistical Design and Analysis of Experiments,Engelsk,5,Kandidat,Skriftlig eksamen,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.542734247849339
02411,2020-2021,2020,Winter,74,97,4.8,94,Statistical Design and Analysis of Experiments,Engelsk,5,Kandidat,Skriftlig eksamen,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.544525823967674
02411,2020-2021,2021,Summer,104,147,4.8,133,Statistical Design and Analysis of Experiments,Engelsk,5,Kandidat,Skriftlig eksamen,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.545383408459319
02411,2021-2022,2021,Winter,73,110,4.6,99,Statistical Design and Analysis of Experiments,Engelsk,5,Kandidat,Skriftlig eksamen,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.546597715292905
02411,2021-2022,2022,Summer,114,159,4.9,144,Statistical Design and Analysis of Experiments,Engelsk,5,Kandidat,Skriftlig eksamen,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.547568164579703
02411,2022-2023,2022,Winter,92,130,4.9,119,Statistical Design and Analysis of Experiments,Engelsk,5,Kandidat,Skriftlig eksamen,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.548837085457911
02411,2022-2023,2023,Summer,137,200,4.3,183,Statistical Design and Analysis of Experiments,Engelsk,5,Kandidat,Skriftlig eksamen,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.549886625845312
02411,2023-2024,2023,Winter,96,117,5.9,112,Statistical Design and Analysis of Experiments,Engelsk,5,"Kandidat, Diplomingeniør",Skriftlig eksamen,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.551868065967017
02411,2023-2024,2024,Summer,103,130,6.0,125,Statistical Design and Analysis of Experiments,Engelsk,5,"Kandidat, Diplomingeniør",Skriftlig eksamen,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.5524846852732
02413,2017-2018,2017,Winter,22,29,5.8,26,Statistical Quality Control,Engelsk,5,Bachelor,Anden,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.5531317415383805
02413,2018-2019,2018,Winter,21,22,7.0,22,Statistical Quality Control,Engelsk,5,Bachelor,Anden,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.553283736874224
02413,2019-2020,2019,Winter,9,12,9.6,10,Statistical Quality Control,Engelsk,5,Bachelor,Anden,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.553324329281512
02413,2020-2021,2020,Winter,10,10,10.3,10,Statistical Quality Control,Engelsk,5,Bachelor,Anden,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.55325607376899
02413,2021-2022,2021,Winter,19,21,9.8,19,Statistical Quality Control,Engelsk,5,Bachelor,Anden,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.553164468308628
02413,2022-2023,2022,Winter,29,31,9.4,30,Statistical Quality Control,Engelsk,5,Bachelor,Anden,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.553022086143297
02413,2023-2024,2023,Winter,30,30,8.5,30,Statistical Quality Control,Engelsk,5,"Bachelor, Diplomingeniør",Anden,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.552837262671951
02417,2017-2018,2017,Winter,43,53,5.9,50,Time Series Analysis,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.552742472461855
02417,2017-2018,2018,Summer,66,95,5.1,87,Time Series Analysis,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.5530181905537255
02417,2018-2019,2018,Winter,42,56,5.5,53,Time Series Analysis,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.55373044665236
02417,2018-2019,2019,Summer,95,112,5.6,104,Time Series Analysis,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.55409378588405
02417,2019-2020,2019,Winter,57,70,6.2,64,Time Series Analysis,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.554772399422985
02417,2019-2020,2020,Summer,90,106,6.3,101,Time Series Analysis,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.5550619889916115
02417,2020-2021,2020,Winter,94,104,7.0,102,Time Series Analysis,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.555485504849538
02417,2021-2022,2021,Winter,119,126,8.1,120,Time Series Analysis,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.555674871743456
02417,2021-2022,2022,Summer,119,130,7.8,125,Time Series Analysis,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.555456475583866
02417,2022-2023,2023,Summer,166,175,8.5,170,Time Series Analysis,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.555354227990369
02417,2023-2024,2024,Summer,180,192,9.0,185,Time Series Analysis,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.554816760935776
02418,2017-2018,2017,Winter,27,30,10.0,27,Statistical modelling: Theory and practice,Engelsk,5,Kandidat,Anden,Tilladt,ekstern censur,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.553921401182166
02418,2018-2019,2018,Winter,34,42,8.6,35,Statistical modelling: Theory and practice,Engelsk,5,Kandidat,Anden,Tilladt,ekstern censur,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.553700205641409
02418,2019-2020,2019,Winter,48,55,9.4,49,Statistical modelling: Theory and practice,Engelsk,5,"Kandidat, Bachelor",Anden,Tilladt,ekstern censur,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.5535775415936754
02418,2020-2021,2020,Winter,67,79,8.4,73,Statistical modelling: Theory and practice,Engelsk,5,"Kandidat, Bachelor",Anden,Tilladt,ekstern censur,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.553274437677141
02418,2021-2022,2021,Winter,51,64,8.0,55,Statistical modelling: Theory and practice,Engelsk,5,"Kandidat, Bachelor",Anden,Tilladt,ekstern censur,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.553067310946617
02418,2022-2023,2022,Winter,33,41,9.0,34,Statistical modelling: Theory and practice,Engelsk,5,"Kandidat, Bachelor",Anden,Tilladt,ekstern censur,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.552984924555748
02418,2023-2024,2023,Winter,25,32,8.3,28,Statistical modelling: Theory and practice,Engelsk,5,"Kandidat, Bachelor, Diplomingeniør",Mundtlig eksamen,Tilladt,ekstern censur,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.5528200126034095
02421,2021-2022,2022,Summer,13,18,6.5,17,Stochastic Adaptive Control,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Måske,Ja,Ja,7.552749879317744
02421,2022-2023,2023,Summer,17,20,7.8,20,Stochastic Adaptive Control,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Måske,Ja,Ja,7.552809877735203
02421,2023-2024,2024,Summer,15,22,3.7,22,Stochastic Adaptive Control,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Måske,Ja,Ja,7.552793302644948
02424,2017-2018,2018,Summer,45,55,7.0,49,Advanced Dataanalysis and Statistical Modelling,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.553077503394862
02424,2018-2019,2019,Summer,26,30,5.9,30,Advanced Dataanalysis and Statistical Modelling,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.553168385893843
02424,2019-2020,2020,Summer,34,40,8.8,34,Advanced Dataanalysis and Statistical Modelling,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.553334719585736
02424,2020-2021,2021,Summer,31,35,8.5,32,Advanced Dataanalysis and Statistical Modelling,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.553192545583837
02424,2021-2022,2022,Summer,32,34,7.9,32,Advanced Dataanalysis and Statistical Modelling,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.55309090909091
02424,2022-2023,2023,Summer,34,38,7.6,37,Advanced Dataanalysis and Statistical Modelling,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.553053665606508
02424,2023-2024,2024,Summer,4,7,6.6,5,Advanced Dataanalysis and Statistical Modelling,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.553047837305517
02425,2017-2018,2017,Winter,9,10,10.3,9,Diffusions and stochastic differential equations,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Måske,Ja,Ja,7.553063826645999
02425,2018-2019,2018,Winter,12,13,10.2,12,Diffusions and stochastic differential equations,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Måske,Ja,Ja,7.552980870218813
02425,2019-2020,2019,Winter,13,13,10.4,13,Diffusions and stochastic differential equations,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Måske,Ja,Ja,7.552874280632876
02425,2020-2021,2020,Winter,7,9,10.7,7,Diffusions and stochastic differential equations,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Måske,Ja,Ja,7.552750073827486
02425,2021-2022,2021,Winter,16,19,11.6,16,Diffusions and stochastic differential equations,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Måske,Ja,Ja,7.552676141416515
02425,2022-2023,2022,Winter,16,18,8.9,17,Diffusions and stochastic differential equations,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Måske,Ja,Ja,7.5524588128295225
02425,2023-2024,2023,Winter,15,17,9.9,15,Diffusions and stochastic differential equations,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Måske,Ja,Ja,7.552381927290303
02427,2017-2018,2017,Winter,14,19,8.3,16,Advanced Time Series Analysis,Engelsk,10,Kandidat,Anden,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.552263733608113
02427,2018-2019,2018,Winter,20,22,10.8,20,Advanced Time Series Analysis,Engelsk,10,Kandidat,Anden,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.552223576048686
02427,2019-2020,2019,Winter,10,11,10.5,10,Advanced Time Series Analysis,Engelsk,10,Kandidat,Anden,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.552005532039169
02427,2020-2021,2020,Winter,21,21,9.9,21,Advanced Time Series Analysis,Engelsk,10,Kandidat,Anden,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.551906569852733
02427,2021-2022,2021,Winter,15,15,9.3,15,Advanced Time Series Analysis,Engelsk,10,Kandidat,Anden,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.551741027965222
02427,2022-2023,2022,Winter,28,29,8.4,28,Advanced Time Series Analysis,Engelsk,10,Kandidat,Anden,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.551652985513087
02427,2023-2024,2023,Winter,33,35,9.4,33,Advanced Time Series Analysis,Engelsk,10,Kandidat,Anden,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.551573228753607
02429,2017-2018,2017,Winter,32,36,7.1,36,Analysis of correlated data: Mixed Linear Models,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.55136839560233
02429,2018-2019,2018,Winter,28,35,7.4,32,Analysis of correlated data: Mixed linear models,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.551422967644866
02429,2019-2020,2019,Winter,29,31,8.5,31,Analysis of correlated data: Mixed linear models,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.551439242793711
02429,2020-2021,2020,Winter,21,22,7.4,22,Analysis of correlated data: Mixed linear models,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.5513404659131
02429,2021-2022,2021,Winter,26,28,8.2,28,Analysis of correlated data: Mixed linear models,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.551351650972713
02429,2022-2023,2022,Winter,17,20,5.4,20,Analysis of correlated data: Mixed linear models,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.551290631456938
02429,2023-2024,2023,Winter,16,17,10.8,16,Analysis of correlated data: Mixed linear models,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.551435195296095
02431,2017-2018,2017,Winter,33,35,7.9,33,Risk Management,Engelsk,5,Kandidat,Anden,Ikke tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.551260546556054
02431,2018-2019,2018,Winter,46,46,9.0,46,Risk Management,Engelsk,5,Kandidat,Anden,Ikke tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.551221872731674
02431,2019-2020,2019,Winter,57,58,8.2,57,Risk Management,Engelsk,5,Kandidat,Anden,Ikke tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.550997882566465
02431,2020-2021,2020,Winter,54,54,9.7,54,Risk Management,Engelsk,5,Kandidat,Anden,Ikke tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.550873524656021
02431,2020-2021,2021,Summer,46,47,8.9,47,Risk Management,Engelsk,5,Kandidat,Anden,Ikke tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.550483324871648
02431,2021-2022,2021,Winter,48,50,9.4,48,Risk Management,Engelsk,5,Kandidat,Anden,Ikke tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.550270032148289
02431,2022-2023,2022,Winter,35,35,8.8,35,Risk Management,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.549971411658664
02431,2023-2024,2023,Winter,40,41,8.0,41,Risk Management,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.549824245094842
02435,2017-2018,2018,Summer,25,26,9.9,25,Decision-Making Under Uncertainty,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Ja,Ja,Ja,7.549762151469483
02435,2018-2019,2019,Summer,29,32,7.3,32,Decision-Making Under Uncertainty,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.5495644684294305
02435,2019-2020,2020,Summer,50,54,8.4,51,Decision-Making Under Uncertainty,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.549591340249202
02435,2020-2021,2021,Summer,62,67,8.2,66,Decision-Making Under Uncertainty,Engelsk,5,Kandidat,Anden,Ikke tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.549445379282496
02435,2021-2022,2022,Summer,86,92,8.9,86,Decision-Making Under Uncertainty,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.5493008476002625
02435,2022-2023,2023,Summer,90,96,9.3,96,Decision-Making Under Uncertainty,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.5489097202580595
02435,2023-2024,2024,Summer,139,141,9.1,141,Decision-Making Under Uncertainty,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.548343505382431
02441,2017-2018,2017,Winter,68,70,7.8,68,Applied Statistics and Statistical Software,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.547606242270458
02441,2018-2019,2018,Winter,61,65,8.2,61,Applied Statistics and Statistical Software,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.547548393403062
02441,2019-2020,2019,Winter,56,57,8.7,56,Applied Statistics and Statistical Software,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.547414217421501
02441,2020-2021,2020,Winter,62,67,8.6,65,Applied Statistics and Statistical Software,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.547196576815955
02441,2021-2022,2021,Winter,55,57,7.9,55,Applied Statistics and Statistical Software,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.546965777518458
02441,2022-2023,2022,Winter,54,57,8.5,54,Applied Statistics and Statistical Software,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,01 Institut for Matematik og Computer Science,Ikke oplyst,Ja,Ja,7.546900278634221
